
REPO, SHA, CONFIG_PARAMETER, TEST_NAME, VALUE, TYPE(GOOD|BAD), EXPECTATION(PASS|FAIL)
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.maximum.response.length, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.maximum.response.length, 2992, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.group.mapping, org.apache.hadoop.security.JniBasedUnixGroupsMappingWithFallback, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.group.mapping, org.apache.hadoop.security.JniBasedUnixGroupsNetgroupMappingWithFallback, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.server.log.slow.rpc, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.server.log.slow.rpc, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.auth_to_local.mechanism, hadoop, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.auth_to_local.mechanism, mit, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.auth_to_local.mechanism, apache, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.kerberos.min.seconds.before.relogin, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.kerberos.min.seconds.before.relogin, 60, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.kerberos.min.seconds.before.relogin, 80, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.ping.interval, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.ping.interval, 30000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.ping.interval, 60000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.cache.background.reload, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.cache.background.reload, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.negative-cache.secs, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.negative-cache.secs, -10, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.negative-cache.secs, 300, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.connection.maxidletime, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.connection.maxidletime, 100, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.connection.maxidletime, 10000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.bind.wildcard.addr, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.bind.wildcard.addr, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.dns.log-slow-lookups.threshold.ms, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.dns.log-slow-lookups.threshold.ms, 100, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.dns.log-slow-lookups.threshold.ms, 1000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.connect.max.retries, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.connect.max.retries, 10, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.connect.max.retries, 100, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.kill.max, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.kill.max, 10, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.kill.max, 100, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, rpc.metrics.percentiles.intervals, "0,0,0,0", GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, rpc.metrics.percentiles.intervals, "1,2,3,4", GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, rpc.metrics.percentiles.intervals, "1,10,100,1000", GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.maximum.data.length, 134217728, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.maximum.data.length, 134217727, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.maximum.data.length, 1024, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.maximum.data.length, 0, BAD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.cache.background.reload.threads, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.cache.background.reload.threads, 3, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.cache.background.reload.threads, 30, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.ping, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.ping, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.auth_to_local, , GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.auth_to_local, "RULE:[1:$1@$0](.*@OTHER.REALM)s/(.*)@.*/other-$1/", GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.auth_to_local, "RULE:[2:$1@$0](.*@OTHER.REALM)s/(.*)@.*/other-$1/RULE:[1:$1@$0](.*@OTHER.REALM)s/(.*)@.*/other-$1/DEFAULT", GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.tcpnodelay, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.tcpnodelay, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.authentication, , GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.authentication, simple, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.authentication, kerberos, GOOD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.connect.timeout, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.connect.timeout, 100, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.connect.timeout, 20000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.cache.warn.after.ms, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.cache.warn.after.ms, 100, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.cache.warn.after.ms, 5000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.dns.log-slow-lookups.enabled, true, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.dns.log-slow-lookups.enabled, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.authorization, true, GOOD, FAIL
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.authorization, false, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.server.listen.queue.size, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.server.listen.queue.size, 256, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.server.listen.queue.size, 512, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.cache.secs, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.cache.secs, 300, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.security.groups.cache.secs, 1000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.connect.max.retries.on.timeouts, 10, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.connect.max.retries.on.timeouts, 45, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.connect.max.retries.on.timeouts, 90, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.token.files, , GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.token.files, empty_token.txt, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.token.files, random_token.txt, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.user.group.static.mapping.overrides, dr.who=;, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.user.group.static.mapping.overrides, "user1=group1,group2;user2=;user3=group2;", GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.user.group.static.mapping.overrides, yichen28=cs527;, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.idlethreshold, 0, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.idlethreshold, 100, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, ipc.client.idlethreshold, 4000, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.rpc.socket.factory.class.default, org.apache.hadoop.net.StandardSocketFactory, GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.rpc.socket.factory.class.default, , GOOD, PASS
https://github.com/apache/hadoop.git, a3b9c37a397ad4188041dd80621bdeefc46885f2, org.apache.hadoop.ipc.TestIPC#testUniqueSequentialCallIds, hadoop.rpc.socket.factory.class.default, org.apache.hadoop.net.SocksSocketFactory, GOOD, PASS
